tweet_id,currency,tweet_date,expiry,spot_entry,spot_expiry,strike_call,strike_put,payoff,synthetic_used,sentiment_compound,tweet_text,premium_call,premium_put,total_cost,return_pct
114240691141784921,CAD,2025-03-28 15:10:08+00:00,2025-03-28 00:00:00+00:00,0.6989341378211975,0.6989341378211975,0.6989341378211975,0.6989341378211975,0.0,True,0.9065,"I just finished speaking with Prime Minister Mark Carney, of Canada. It was an extremely productive call, we agree on ma...",0.00201854549487719,0.00201854549487719,0.00403709098975438,-1.0
114232829948632918,CAD,2025-03-27 05:50:56+00:00,2025-03-28 00:00:00+00:00,0.6995453238487244,0.6989341378211975,0.6995453238487244,0.6995453238487244,0.0006111860275268555,True,0.7777,"If the European Union works with Canada in order to do economic harm to the USA, large scale Tariffs, far larger than cu...",0.00201854549487719,0.00201854549487719,0.00403709098975438,-0.8486073192112916
114231344319625636,JPY,2025-03-26 23:33:07+00:00,2025-03-28 00:00:00+00:00,0.0066688898950815,0.0066292337141931,0.0066688898950815,0.0066688898950815,3.9656180888400505e-05,True,0.9927,Senator Bill Hagerty is doing a fantastic job representing the Great People of Tennessee!\\\\n \\\\nI have known Bill fo...,0.00201854549487719,0.00201854549487719,0.00403709098975438,-0.99017704059952
114156036814880330,GBP,2025-03-13 16:21:25+00:00,2025-03-14 00:00:00+00:00,1.2964283227920532,1.2958402633666992,1.2964283227920532,1.2964283227920532,0.0005880594253540039,True,0.8791,"If New York, Connecticut, and New England had their Pipelines, savings from Heating alone would go down $2,300 per famil...",0.00201854549487719,0.00201854549487719,0.00403709098975438,-0.8543358505303885
114144501101999196,CAD,2025-03-11 15:27:44+00:00,2025-03-14 00:00:00+00:00,0.6930534839630127,0.6932024359703064,0.6930534839630127,0.6930534839630127,0.00014895200729370117,True,-0.6216,"Why would our Country allow another Country to supply us with electricity, even for a small area? Who made these decisio...",0.00201854549487719,0.00201854549487719,0.00403709098975438,-0.9631041243133429
114144217763824399,CAD,2025-03-11 14:15:41+00:00,2025-03-14 00:00:00+00:00,0.6930534839630127,0.6932024359703064,0.6930534839630127,0.6930534839630127,0.00014895200729370117,True,0.9859,"Based on Ontario, Canada, placing a 25% Tariff on “Electricity” coming into the United States, I have instructed my Secr...",0.00201854549487719,0.00201854549487719,0.00403709098975438,-0.9631041243133429
114144180393726960,CAD,2025-03-11 14:06:11+00:00,2025-03-14 00:00:00+00:00,0.6930534839630127,0.6932024359703064,0.6930534839630127,0.6930534839630127,0.00014895200729370117,True,0.9859,"Based on Ontario, Canada, placing a 25% Tariff on “Electricity” coming into the United States, I have instructed my Secr...",0.00201854549487719,0.00201854549487719,0.00403709098975438,-0.9631041243133429
114144160337357585,CAD,2025-03-11 14:01:05+00:00,2025-03-14 00:00:00+00:00,0.6930534839630127,0.6932024359703064,0.6930534839630127,0.6930534839630127,0.00014895200729370117,True,0.9859,"Based on Ontario, Canada, placing a 25% Tariff on “Electricity” coming into the United States, I have instructed my Secr...",0.00201854549487719,0.00201854549487719,0.00403709098975438,-0.9631041243133429
114141631976318293,CAD,2025-03-11 03:18:05+00:00,2025-03-14 00:00:00+00:00,0.6930534839630127,0.6932024359703064,0.6930534839630127,0.6930534839630127,0.00014895200729370117,True,0.9284,"Despite the fact that Canada is charging the USA from 250% to 390% Tariffs on many of our farm products, Ontario just an...",0.00201854549487719,0.00201854549487719,0.00403709098975438,-0.9631041243133429
114124071552960368,CAD,2025-03-08 00:52:14+00:00,2025-03-14 00:00:00+00:00,0.6997361779212952,0.6932024359703064,0.6997361779212952,0.6997361779212952,0.0065337419509887695,True,0.8711,"Canada is cheating the United States Farmers on USMCA. In 2024, Canada retained Tariffs on various U.S. Goods, particula...",0.00201854549487719,0.00201854549487719,0.00403709098975438,0.6184282116926693
114111166145299229,CAD,2025-03-05 18:10:13+00:00,2025-03-07 00:00:00+00:00,0.694584310054779,0.6997361779212952,0.694584310054779,0.694584310054779,0.005151867866516113,True,-0.7644,"For anyone who is interested, I also told Governor Justin Trudeau of Canada that he largely caused the problems we have ...",0.00201854549487719,0.00201854549487719,0.00403709098975438,0.27613370112065694
114111155189097825,CAD,2025-03-05 18:07:26+00:00,2025-03-07 00:00:00+00:00,0.694584310054779,0.6997361779212952,0.694584310054779,0.694584310054779,0.005151867866516113,True,0.9371,"Justin Trudeau, of Canada, called me to ask what could be done about Tariffs. I told him that many people have died from...",0.00201854549487719,0.00201854549487719,0.00403709098975438,0.27613370112065694
114105388432604284,CAD,2025-03-04 17:40:52+00:00,2025-03-07 00:00:00+00:00,0.6901311278343201,0.6997361779212952,0.6901311278343201,0.6901311278343201,0.009605050086975098,True,0.75,"Please explain to Governor Trudeau, of Canada, that when he puts on a Retaliatory Tariff on the U.S., our Reciprocal Tar...",0.00201854549487719,0.00201854549487719,0.00403709098975438,1.3792007936782908
114104687765298529,CAD,2025-03-04 14:42:41+00:00,2025-03-07 00:00:00+00:00,0.6901311278343201,0.6997361779212952,0.6901311278343201,0.6901311278343201,0.009605050086975098,True,0.5267,"Canada doesn’t allow American Banks to do business in Canada, but their banks flood the American Market. Oh, that seems ...",0.00201854549487719,0.00201854549487719,0.00403709098975438,1.3792007936782908
